order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered,department_id,department,product_name
1553206,81321,3,5,13,30.0,115,2,1,7,beverages,water seltzer sparkling water
1336344,145695,51,0,11,6.0,3,1,1,19,snacks,energy granola bars
1336344,145695,51,0,11,6.0,24,2,0,4,produce,fresh fruits
1336344,145695,51,0,11,6.0,24,3,1,4,produce,fresh fruits
1336344,145695,51,0,11,6.0,24,4,0,4,produce,fresh fruits
1336344,145695,51,0,11,6.0,24,5,0,4,produce,fresh fruits
1336344,145695,51,0,11,6.0,115,6,1,7,beverages,water seltzer sparkling water
1336344,145695,51,0,11,6.0,3,7,0,19,snacks,energy granola bars
585932,199005,25,5,16,4.0,24,1,1,4,produce,fresh fruits
585932,199005,25,5,16,4.0,32,2,0,4,produce,packaged produce
585932,199005,25,5,16,4.0,120,3,1,16,dairy eggs,yogurt
49056,14451,1,1,11,,24,1,0,4,produce,fresh fruits
49056,14451,1,1,11,,24,2,0,4,produce,fresh fruits
49056,14451,1,1,11,,83,3,0,4,produce,fresh vegetables
49056,14451,1,1,11,,123,4,0,4,produce,packaged vegetables fruits
49056,14451,1,1,11,,83,5,0,4,produce,fresh vegetables
49056,14451,1,1,11,,120,6,0,16,dairy eggs,yogurt
49056,14451,1,1,11,,36,7,0,16,dairy eggs,butter
49056,14451,1,1,11,,77,8,0,7,beverages,soft drinks
49056,14451,1,1,11,,77,9,0,7,beverages,soft drinks
49056,14451,1,1,11,,84,10,0,16,dairy eggs,milk
1877585,117202,7,2,9,30.0,54,1,1,17,household,paper goods
1877585,117202,7,2,9,30.0,11,2,0,11,personal care,cold flu allergy
1877585,117202,7,2,9,30.0,91,3,1,16,dairy eggs,soy lactosefree
1877585,117202,7,2,9,30.0,106,4,1,12,meat seafood,hot dogs bacon sausage
1877585,117202,7,2,9,30.0,94,5,0,7,beverages,tea
2951133,187089,5,3,11,30.0,51,1,1,13,pantry,preserved dips spreads
2951133,187089,5,3,11,30.0,36,2,1,16,dairy eggs,butter
3218836,158122,6,5,14,5.0,17,1,1,13,pantry,baking ingredients
3218836,158122,6,5,14,5.0,3,2,1,19,snacks,energy granola bars
3218836,158122,6,5,14,5.0,32,3,1,4,produce,packaged produce
3218836,158122,6,5,14,5.0,78,4,1,19,snacks,crackers
3218836,158122,6,5,14,5.0,3,5,1,19,snacks,energy granola bars
3218836,158122,6,5,14,5.0,3,6,1,19,snacks,energy granola bars
3218836,158122,6,5,14,5.0,120,7,1,16,dairy eggs,yogurt
3218836,158122,6,5,14,5.0,123,8,1,4,produce,packaged vegetables fruits
3218836,158122,6,5,14,5.0,93,9,1,3,bakery,breakfast bakery
3218836,158122,6,5,14,5.0,120,10,0,16,dairy eggs,yogurt
3218836,158122,6,5,14,5.0,24,11,0,4,produce,fresh fruits
3218836,158122,6,5,14,5.0,107,12,0,19,snacks,chips pretzels
3218836,158122,6,5,14,5.0,26,13,0,7,beverages,coffee
3218836,158122,6,5,14,5.0,84,14,0,16,dairy eggs,milk
3218836,158122,6,5,14,5.0,91,15,0,16,dairy eggs,soy lactosefree
3218836,158122,6,5,14,5.0,96,16,0,20,deli,lunch meat
3218836,158122,6,5,14,5.0,96,17,0,20,deli,lunch meat
3218836,158122,6,5,14,5.0,14,18,1,20,deli,tofu meat alternatives
3218836,158122,6,5,14,5.0,125,19,1,19,snacks,trail mix snack mix
2505250,39256,28,1,9,3.0,107,1,0,19,snacks,chips pretzels
2505250,39256,28,1,9,3.0,50,2,1,19,snacks,fruit vegetable snacks
2505250,39256,28,1,9,3.0,45,3,1,19,snacks,candy chocolate
2505250,39256,28,1,9,3.0,121,4,1,14,breakfast,cereal
2505250,39256,28,1,9,3.0,24,5,1,4,produce,fresh fruits
2505250,39256,28,1,9,3.0,91,6,1,16,dairy eggs,soy lactosefree
2505250,39256,28,1,9,3.0,91,7,1,16,dairy eggs,soy lactosefree
2505250,39256,28,1,9,3.0,107,8,1,19,snacks,chips pretzels
2505250,39256,28,1,9,3.0,107,9,1,19,snacks,chips pretzels
2505250,39256,28,1,9,3.0,112,10,1,3,bakery,bread
463724,173294,2,0,8,7.0,24,1,0,4,produce,fresh fruits
3348541,106931,4,3,10,7.0,108,1,0,16,dairy eggs,other creams cheeses
3348541,106931,4,3,10,7.0,83,2,1,4,produce,fresh vegetables
3348541,106931,4,3,10,7.0,81,3,0,15,canned goods,canned jarred vegetables
3348541,106931,4,3,10,7.0,81,4,0,15,canned goods,canned jarred vegetables
3348541,106931,4,3,10,7.0,83,5,0,4,produce,fresh vegetables
3348541,106931,4,3,10,7.0,83,6,0,4,produce,fresh vegetables
3348541,106931,4,3,10,7.0,16,7,1,4,produce,fresh herbs
3348541,106931,4,3,10,7.0,21,8,0,16,dairy eggs,packaged cheese
3348541,106931,4,3,10,7.0,88,9,0,13,pantry,spreads
3348541,106931,4,3,10,7.0,117,10,0,19,snacks,nuts seeds dried fruit
401801,120574,4,3,20,14.0,53,1,0,16,dairy eggs,cream
401801,120574,4,3,20,14.0,91,2,0,16,dairy eggs,soy lactosefree
401801,120574,4,3,20,14.0,67,3,0,20,deli,fresh dips tapenades
401801,120574,4,3,20,14.0,36,4,0,16,dairy eggs,butter
258717,196591,9,5,11,30.0,32,1,1,4,produce,packaged produce
258717,196591,9,5,11,30.0,123,2,1,4,produce,packaged vegetables fruits
258717,196591,9,5,11,30.0,83,3,1,4,produce,fresh vegetables
258717,196591,9,5,11,30.0,24,4,1,4,produce,fresh fruits
258717,196591,9,5,11,30.0,32,5,1,4,produce,packaged produce
258717,196591,9,5,11,30.0,32,6,1,4,produce,packaged produce
258717,196591,9,5,11,30.0,43,7,1,3,bakery,buns rolls
258717,196591,9,5,11,30.0,43,8,1,3,bakery,buns rolls
1990346,176433,4,1,21,6.0,34,1,1,1,frozen,frozen meat seafood
1990346,176433,4,1,21,6.0,21,2,1,16,dairy eggs,packaged cheese
1990346,176433,4,1,21,6.0,84,3,1,16,dairy eggs,milk
2718291,35646,18,6,19,5.0,32,1,1,4,produce,packaged produce
2718291,35646,18,6,19,5.0,32,2,1,4,produce,packaged produce
2718291,35646,18,6,19,5.0,123,3,0,4,produce,packaged vegetables fruits
2718291,35646,18,6,19,5.0,24,4,0,4,produce,fresh fruits
1133471,36975,27,4,21,5.0,31,1,1,7,beverages,refrigerated
1133471,36975,27,4,21,5.0,120,2,1,16,dairy eggs,yogurt
1133471,36975,27,4,21,5.0,91,3,1,16,dairy eggs,soy lactosefree
1133471,36975,27,4,21,5.0,77,4,1,7,beverages,soft drinks
1133471,36975,27,4,21,5.0,83,5,1,4,produce,fresh vegetables
1133471,36975,27,4,21,5.0,53,6,1,16,dairy eggs,cream
1133471,36975,27,4,21,5.0,84,7,1,16,dairy eggs,milk
1133471,36975,27,4,21,5.0,123,8,1,4,produce,packaged vegetables fruits
1133471,36975,27,4,21,5.0,31,9,1,7,beverages,refrigerated
1133471,36975,27,4,21,5.0,101,10,1,17,household,air fresheners candles
1133471,36975,27,4,21,5.0,108,11,1,16,dairy eggs,other creams cheeses
1133471,36975,27,4,21,5.0,72,12,1,13,pantry,condiments
1133471,36975,27,4,21,5.0,121,13,1,14,breakfast,cereal
1133471,36975,27,4,21,5.0,123,14,1,4,produce,packaged vegetables fruits
1133471,36975,27,4,21,5.0,24,15,0,4,produce,fresh fruits
1133471,36975,27,4,21,5.0,83,16,0,4,produce,fresh vegetables
1133471,36975,27,4,21,5.0,21,17,1,16,dairy eggs,packaged cheese
1133471,36975,27,4,21,5.0,34,18,0,1,frozen,frozen meat seafood
1133471,36975,27,4,21,5.0,86,19,0,16,dairy eggs,eggs
1133471,36975,27,4,21,5.0,24,20,1,4,produce,fresh fruits
2749827,104844,27,0,14,7.0,104,1,1,13,pantry,spices seasonings
2749827,104844,27,0,14,7.0,21,2,1,16,dairy eggs,packaged cheese
2749827,104844,27,0,14,7.0,83,3,1,4,produce,fresh vegetables
2749827,104844,27,0,14,7.0,83,4,0,4,produce,fresh vegetables
2749827,104844,27,0,14,7.0,59,5,0,15,canned goods,canned meals beans
